system:index,month,precip_mm_day,product,station_id,year,.geo
1_1_1_1_1_1_1_1_1_1_1_0,1,0.3065500259399414,MERRA2,WA001,2009,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_1_1_1_1,1,0.007922404445707798,MERRA2,WA002,2009,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_1_1_1_2,1,7.598227966809645E-7,MERRA2,WA003,2009,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_3,1,9.669724931882229E-7,MERRA2,WA004,2009,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_1_1_1_4,1,0.04913266748189926,MERRA2,WA005,2009,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_1_1_1_5,1,0.4658564031124115,MERRA2,WA006,2009,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_1_1_1_6,1,0.7374080419540405,MERRA2,WA007,2009,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_1_1_1_7,1,0.0,MERRA2,WA008,2009,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_1_1_1_8,1,0.0015527401119470596,MERRA2,WA009,2009,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_1_1_1_9,1,0.4261128902435303,MERRA2,WA010,2009,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_1_1_1_10,1,0.6524477005004883,MERRA2,WA011,2009,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_11,1,0.9054931998252869,MERRA2,WA012,2009,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_1_1_1_12,1,4.593262019625399E-6,MERRA2,WA013,2009,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_1_1_1_13,1,0.21742340922355652,MERRA2,WA014,2009,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
