station_id,year,month,obs_mm_day,CHIRPS,ERA5_LAND,GPM_IMERG,MERRA2,PERSIANN_CDR,TERRACLIMATE,zone_name,zone_id
WA005,2010,4,1.02,3.125132799,1.155673027,2.25159049,,2.674992561,2.487575054,Guinean,4
WA005,2010,5,2.35,5.073574543,4.551490784,7.953503609,,5.622927189,4.947583199,Guinean,4
WA005,2010,6,8.57,5.27019453,4.947889328,6.03816843,,6.494715691,3.914656878,Guinean,4
WA005,2010,7,3.0,10.43443489,10.16758633,10.29031944,,10.89923763,9.068634033,Guinean,4
WA005,2010,8,1.29,9.198773384,9.400013924,9.061284065,,9.211479187,9.141375542,Guinean,4
WA005,2010,9,0.49,7.75722456,11.30341339,8.872945786,,7.605452538,7.848032475,Guinean,4
WA005,2010,10,0.0,8.921347618,6.808879852,6.952815056,,7.864936829,5.66737318,Guinean,4
WA005,2010,11,3.6,0.146831393,0.886413515,0.348365933,,0.442086309,1.260425806,Guinean,4
WA005,2010,12,7.96,0.013930286,0.003367485,0.01050024,,0.231342927,0.0,Guinean,4
WA005,2011,1,4.77,0.012630665,0.001096646,0.0,,0.005350901,0.0,Guinean,4
WA005,2011,2,0.32,0.205064878,0.193480119,0.726413667,,0.700385392,0.234373719,Guinean,4
WA005,2011,3,2.41,0.261181116,0.016494369,0.194033206,,0.161168367,0.0,Guinean,4
WA005,2011,4,1.76,2.068758249,0.709865153,2.429889917,,1.796086311,1.074990034,Guinean,4
WA005,2011,5,3.68,5.203607082,4.980295658,5.872282505,,5.320500374,5.250003338,Guinean,4
WA005,2011,6,8.44,6.384169102,6.940041065,4.712993622,,5.226411343,2.608383894,Guinean,4
WA005,2011,7,6.42,5.414857864,6.422520161,8.901266098,,7.466552258,6.810554504,Guinean,4
WA005,2011,8,2.95,9.494462013,9.729570389,8.775604248,,6.846159458,5.576743603,Guinean,4
WA005,2011,9,0.0,7.592908859,8.756701469,8.593842506,,8.824383736,10.20457935,Guinean,4
WA005,2011,10,0.0,4.92606163,5.638014317,4.559939384,,6.354005814,3.092523098,Guinean,4
WA005,2011,11,5.86,0.015645571,0.028597215,0.370864034,,0.079764612,0.200003207,Guinean,4
WA005,2011,12,6.18,5.28e-05,0.000809428,0.040316831,,0.002518535,0.0,Guinean,4
WA005,2012,1,2.35,0.01138815,0.00155421,0.029810466,,0.019012835,0.0,Guinean,4
WA005,2012,2,0.0,0.105024353,0.278541356,0.389299035,,0.333455235,0.0,Guinean,4
WA005,2012,3,1.03,0.361223906,0.127697006,0.415560126,,0.28838256,0.0,Guinean,4
WA005,2012,4,0.37,3.241280317,2.473902225,4.551333904,,3.366511345,2.274798632,Guinean,4
WA005,2012,5,3.19,5.426961422,6.235433102,10.4549551,,8.152155876,6.486479759,Guinean,4
WA005,2012,6,6.66,5.990361691,7.755724907,5.326548576,,6.677163601,5.652309418,Guinean,4
WA005,2012,7,3.11,8.489415169,11.61567211,12.40322304,,9.994787216,8.072805405,Guinean,4
WA005,2012,8,0.0,8.373179436,12.70885849,8.344634056,,8.385449409,9.38944149,Guinean,4
WA005,2012,9,3.35,7.517302036,17.32352638,8.942079544,,9.899772644,11.81052494,Guinean,4
WA005,2012,10,0.87,7.459555149,5.775701046,7.268800259,,7.225059986,5.405228138,Guinean,4
WA005,2012,11,5.11,0.233522803,0.223751739,0.578299642,,0.599799395,0.0,Guinean,4
WA005,2012,12,6.89,0.011246664,0.018572481,0.42123273,,0.082042195,0.0,Guinean,4
WA005,2013,1,3.77,0.066107087,0.160934389,0.137993187,,0.193212315,0.032258064,Guinean,4
WA005,2013,2,0.0,0.132410303,0.053816535,1.014044523,,0.537999988,0.0,Guinean,4
WA005,2013,3,0.0,1.213276148,0.445952803,1.723015428,,1.097227097,0.0,Guinean,4
WA005,2013,4,0.0,2.009237528,5.150188923,4.427988052,,4.798200607,2.445836067,Guinean,4
WA005,2013,5,1.74,2.56979394,6.26948452,2.317196369,,5.211153984,1.622989297,Guinean,4
WA005,2013,6,4.69,4.180458069,5.199392796,7.919832706,,5.98070097,8.129246712,Guinean,4
WA005,2013,7,2.51,5.622515202,7.252537727,10.03174973,,6.333086967,4.963772297,Guinean,4
WA005,2013,8,2.16,7.212082386,8.308573723,3.610224009,,4.293902397,7.44570303,Guinean,4
WA005,2013,9,0.44,7.507042408,16.5708065,4.404364109,,8.826208115,8.091775894,Guinean,4
WA005,2013,10,2.11,3.694203377,4.592683792,3.473705292,,4.606204033,2.389110088,Guinean,4
WA005,2013,11,4.51,0.055862192,0.070022941,0.629787087,,0.212191701,0.0,Guinean,4
WA005,2013,12,8.48,0.027138213,0.025578696,0.088221394,,0.111622997,0.0,Guinean,4
WA005,2014,1,2.87,0.069463454,0.153660387,0.334256947,,0.261773109,0.0,Guinean,4
WA005,2014,2,1.15,0.119908176,0.241964266,0.241094306,,0.172292367,0.0,Guinean,4
WA005,2014,3,1.41,1.343026519,1.082095146,0.944847763,,1.818686008,0.0,Guinean,4
WA005,2014,4,0.0,3.856032372,2.38926816,4.819186687,,5.38269186,4.729179859,Guinean,4
WA005,2014,5,4.7,5.4130373,8.319599152,7.860885143,,6.94040823,5.372979641,Guinean,4
WA005,2014,6,8.21,5.72019577,6.384291649,3.877030373,,4.775165081,4.793772221,Guinean,4
WA005,2014,7,3.31,5.311919689,7.537994385,8.148900986,,5.9944067,5.552490234,Guinean,4
WA005,2014,8,0.0,9.482244492,10.97276497,10.09583569,,6.902585983,8.260212898,Guinean,4
WA005,2014,9,0.0,6.967625141,12.38588047,10.08648014,,10.9034853,13.4876442,Guinean,4
WA005,2014,10,0.61,4.965280533,5.176492691,5.751822948,,4.948071957,3.608886719,Guinean,4
WA005,2014,11,4.41,0.330941945,0.917123854,0.624312401,,0.633165479,0.0,Guinean,4
WA005,2014,12,6.51,0.002405229,0.014961139,1.069812179,,0.049029849,0.0,Guinean,4
WA005,2015,1,4.03,0.008687505,0.018022466,0.174912915,,0.035725717,0.0,Guinean,4
WA005,2015,2,1.21,0.198223412,0.671608567,0.309637755,,0.383959323,0.0,Guinean,4
WA005,2015,3,1.27,1.342115879,1.09394598,4.224238396,,1.624467134,1.493953824,Guinean,4
WA005,2015,4,2.44,0.809812963,0.167882696,1.239070415,,0.807928145,0.0,Guinean,4
WA005,2015,5,5.6,4.784244537,2.227061749,6.074575424,,4.076054573,4.092716694,Guinean,4
WA005,2015,6,6.25,4.174251556,3.287896633,5.772858143,,5.725380898,8.739626884,Guinean,4
WA005,2015,7,6.1,7.56655407,9.251573563,5.555443764,,6.635075569,4.233934402,Guinean,4
WA005,2015,8,0.0,10.47251892,14.22949982,5.415293217,,6.380815506,10.18968391,Guinean,4
WA005,2015,9,1.81,7.607448101,8.93827343,6.408750057,,7.555579185,6.927162647,Guinean,4
WA005,2015,10,0.58,6.289656639,6.227445602,7.067351341,,6.966351509,3.004055977,Guinean,4
WA005,2015,11,3.48,0.138105452,0.094547011,1.128029704,,0.224578395,0.285415471,Guinean,4
WA005,2015,12,5.24,0.02982075,0.000813326,0.362549901,,0.050193258,0.0,Guinean,4
WA005,2016,1,3.79,0.005840446,0.000689583,1.634147167,,0.115865447,0.0,Guinean,4
WA005,2016,2,0.0,0.005402784,0.001628941,0.726540387,,0.38989231,0.0,Guinean,4
WA005,2016,3,1.71,1.68854785,2.391755104,2.952761889,,1.910338163,2.473795176,Guinean,4
WA005,2016,4,2.4,3.028893948,2.780236721,5.678015232,,3.159885645,2.860402346,Guinean,4
WA005,2016,5,3.0,4.872976303,4.600166321,10.67986202,,8.789228439,4.671374798,Guinean,4
WA005,2016,6,7.88,5.680769444,8.369621277,6.417096615,,6.760839939,7.460484028,Guinean,4
WA005,2016,7,3.09,7.513721466,9.069927216,11.51961517,,6.502640247,6.002086639,Guinean,4
WA005,2016,8,0.0,10.33804321,11.7064352,8.749944687,,8.752736092,10.21185589,Guinean,4
WA005,2016,9,1.47,7.294537067,11.90382099,7.693799019,,8.77401638,16.23972893,Guinean,4
WA005,2016,10,0.45,4.421940804,4.615324974,5.150288582,,6.66988945,6.645159721,Guinean,4
WA005,2016,11,6.17,0.076392651,0.064444475,0.619824946,,0.097142801,0.0,Guinean,4
WA005,2016,12,6.9,0.048604719,0.000863883,0.129270777,,0.083560124,0.0,Guinean,4
WA005,2017,1,5.25,0.006532931,0.004692653,0.132446453,,0.020544194,0.0,Guinean,4
WA005,2017,2,0.62,0.030108312,0.001274321,0.885767043,,0.121253125,0.0,Guinean,4
WA005,2017,3,1.49,0.308984458,0.14796333,0.669685066,,0.459045798,0.030241549,Guinean,4
WA005,2017,4,0.0,1.656833768,1.469897866,2.542526007,,2.609692097,0.450013489,Guinean,4
WA005,2017,5,3.94,4.56475687,4.591566563,6.323184967,,7.122028351,7.959656715,Guinean,4
WA005,2017,6,7.36,5.788899899,8.427378654,8.7751894,,0.108813122,10.06884098,Guinean,4
WA005,2017,7,2.95,5.810494423,5.555637836,6.768098354,,0.097480088,6.675480843,Guinean,4
WA005,2017,8,1.33,12.07838821,8.941555977,11.25596046,,10.60135174,7.058591366,Guinean,4
WA005,2017,9,1.31,9.798853874,8.718003273,8.113284111,,10.01679134,8.810509682,Guinean,4
WA005,2017,10,1.24,2.099040031,2.408230543,2.513318062,,2.848239422,1.284278035,Guinean,4
WA005,2017,11,5.92,0.015006671,0.335905373,1.698810101,,0.235923409,0.295825809,Guinean,4
WA005,2017,12,9.31,0.031697735,0.017475523,0.847155869,,0.03930207,0.024200076,Guinean,4
WA005,2018,1,3.53,0.014535334,0.000817424,0.131877437,,0.053340837,0.0,Guinean,4
WA005,2018,2,0.97,0.278060019,1.418476224,2.131471872,,1.344493747,0.553569734,Guinean,4
WA005,2018,3,0.0,0.663237214,0.717457771,1.208973885,,0.959058821,0.40322426,Guinean,4
WA005,2018,4,0.53,2.644608021,0.937228799,1.64482975,,1.82898891,2.737494469,Guinean,4
WA005,2018,5,3.25,5.153279305,4.072412014,6.68248558,,5.902206898,6.358865738,Guinean,4
WA005,2018,6,9.53,5.664608955,7.116769791,7.488137245,,8.355150223,6.787559509,Guinean,4
WA005,2018,7,4.45,6.425266266,6.956981182,7.118979454,,6.087868214,5.324666977,Guinean,4
WA005,2018,8,0.23,11.07769489,8.756706238,7.748795033,,8.547088623,7.83278513,Guinean,4
WA005,2018,9,1.99,9.228054047,8.836585045,9.619603157,,11.45345783,9.268853188,Guinean,4
WA005,2018,10,0.0,10.59814739,4.63424015,3.558080912,,4.910683632,4.288328648,Guinean,4
WA005,2018,11,1.48,0.283608168,0.214892894,0.784216821,,0.385433048,0.0,Guinean,4
WA005,2018,12,8.49,0.013709575,0.017501099,0.200490832,,0.004995962,0.0,Guinean,4
WA005,2019,1,4.08,0.010988778,0.056013241,2.080881357,,0.091263145,0.026216593,Guinean,4
WA005,2019,2,0.81,0.242493048,0.547107756,0.808111131,,0.496983588,0.359404325,Guinean,4
WA005,2019,3,0.0,0.520498931,0.615630269,1.339194655,,0.891934991,0.346792221,Guinean,4
WA005,2019,4,0.47,1.554554105,1.411696553,1.828993678,,1.684557796,1.227068901,Guinean,4
WA005,2019,5,6.5,5.382354736,5.712029934,7.219700813,,5.760859966,5.175341129,Guinean,4
WA005,2019,6,8.53,5.129291534,6.439561367,5.742763042,,5.795781136,5.191791058,Guinean,4
WA005,2019,7,4.21,7.69402504,10.61708164,8.028471947,,6.536991596,8.461528778,Guinean,4
WA005,2019,8,0.0,8.499922752,10.40689659,9.295840263,,7.027961254,8.881196976,Guinean,4
WA005,2019,9,0.01,8.75217247,10.99042416,12.21286869,,11.17732239,9.727176666,Guinean,4
WA005,2019,10,0.0,7.782371998,10.2546854,7.391278267,,7.509925365,8.09075737,Guinean,4
WA005,2019,11,4.32,0.347744465,0.9991467,2.784624577,,0.722273529,0.395840883,Guinean,4
WA005,2019,12,8.56,0.022998739,0.000793291,0.617194712,,0.024780951,0.0,Guinean,4
WA005,2020,1,2.03,0.014828406,0.001403913,0.085205927,,0.012551405,0.0,Guinean,4
WA005,2020,2,0.0,0.00612529,0.001180312,0.340697587,,0.023223922,0.0,Guinean,4
WA005,2020,3,0.0,0.977683723,1.246893644,0.796939313,,1.331841707,1.042303324,Guinean,4
WA005,2020,4,0.0,2.031874657,1.106620431,3.252198219,,3.507623911,1.283346772,Guinean,4
WA005,2020,5,4.07,4.936078072,3.354180813,4.142877579,,5.097480297,3.248014927,Guinean,4
WA005,2020,6,4.89,6.052715778,5.060702801,6.626089573,,7.370556831,3.977097511,Guinean,4
WA005,2020,7,4.77,8.140287399,8.741405487,11.76723099,,9.370324135,7.395329952,Guinean,4
WA005,2020,8,1.44,13.03668118,7.125051498,7.07542944,,7.037277222,5.909534931,Guinean,4
WA005,2020,9,0.19,8.191917419,10.81002998,10.56312656,,10.10748291,9.200111389,Guinean,4
WA005,2020,10,0.0,3.629347563,2.331059456,4.404126167,,5.246685505,1.879056454,Guinean,4
WA005,2020,11,2.75,0.081687056,0.013027734,0.796328187,,0.184293166,0.0,Guinean,4
WA005,2020,12,9.04,0.003690619,0.001046906,0.048556231,,0.007623709,0.0,Guinean,4
WA006,2000,1,3.05,0.566702008,1.215669394,,0.999681115,0.920316458,0.578643262,Guineo-Congolean,5
WA006,2000,2,0.0,0.606957853,0.417023182,,0.331744105,0.467001587,0.196124896,Guineo-Congolean,5
WA006,2000,3,0.47,2.444406271,0.795871079,,2.027327299,2.292911291,2.923464775,Guineo-Congolean,5
WA006,2000,4,0.0,3.516141891,1.65460062,,2.17574954,3.414305925,3.231295824,Guineo-Congolean,5
WA006,2000,5,4.29,4.814990044,4.683234215,,3.78737092,4.774735928,4.447583675,Guineo-Congolean,5
WA006,2000,6,8.71,4.601777554,5.611978531,4.977797985,5.793021679,6.032036781,5.997937679,Guineo-Congolean,5
WA006,2000,7,4.37,1.633601069,1.319030166,2.772955894,3.294710159,2.010016441,1.84077239,Guineo-Congolean,5
WA006,2000,8,0.0,2.081166267,1.132882833,1.803357124,2.725758076,2.32058835,1.14722383,Guineo-Congolean,5
WA006,2000,9,0.35,2.703749895,1.905611992,2.017237663,3.800800562,3.417326212,1.993818045,Guineo-Congolean,5
WA006,2000,10,1.43,3.655185938,1.189847469,2.481757641,2.521023512,3.102730989,1.770218611,Guineo-Congolean,5
WA006,2000,11,1.65,1.991250396,1.386072159,1.763023734,1.343274593,1.99633348,0.989597917,Guineo-Congolean,5
WA006,2000,12,6.16,0.908191442,0.696999967,0.830628395,0.1950735,1.167216063,0.306456685,Guineo-Congolean,5
WA006,2001,1,5.1,0.351802975,0.45267871,0.088122323,,0.099431686,0.695585907,Guineo-Congolean,5
WA006,2001,2,0.84,0.716705263,0.782615423,0.561585844,,1.123132706,0.232143104,Guineo-Congolean,5
WA006,2001,3,1.01,3.035439014,2.244837046,2.678412199,,3.573842287,1.35285151,Guineo-Congolean,5
WA006,2001,4,2.82,5.109521389,3.31227541,4.58433485,,5.92881918,5.7188344,Guineo-Congolean,5
WA006,2001,5,4.59,5.909971714,4.530286312,5.995110035,,5.75515604,6.167347431,Guineo-Congolean,5
WA006,2001,6,8.32,6.390014172,6.607979774,7.034790516,,6.54832077,5.491698265,Guineo-Congolean,5
WA006,2001,7,7.39,1.223848939,2.11093092,1.189436436,,1.697326303,1.080670238,Guineo-Congolean,5
WA006,2001,8,0.23,0.683748186,0.968428135,0.64474076,,0.774243057,0.322595686,Guineo-Congolean,5
WA006,2001,9,0.0,2.738050699,2.399594545,3.134814739,,2.596068621,2.950103283,Guineo-Congolean,5
WA006,2001,10,1.03,2.874380589,1.024832487,2.251590967,,3.301162958,1.471816778,Guineo-Congolean,5
WA006,2001,11,4.55,1.933205605,2.023639441,1.948463202,,1.747165084,1.168767333,Guineo-Congolean,5
WA006,2001,12,6.84,0.560635269,0.942436635,0.539547622,,0.790212393,0.207665101,Guineo-Congolean,5
WA006,2002,1,2.71,0.753661454,0.923912764,1.395010948,,1.006441355,0.709702194,Guineo-Congolean,5
WA006,2002,2,3.39,1.091274858,0.999686599,1.088565946,,1.462132096,0.973242342,Guineo-Congolean,5
WA006,2002,3,0.91,2.144501448,0.945814848,2.039137602,,2.548907757,1.919405103,Guineo-Congolean,5
WA006,2002,4,0.0,5.357103348,1.852189779,6.378878117,,5.734330177,5.218829632,Guineo-Congolean,5
WA006,2002,5,5.14,5.266371727,3.935708284,4.271793365,,5.073013783,4.877025604,Guineo-Congolean,5
WA006,2002,6,7.36,8.580171585,6.087167263,9.60848999,,9.378949165,10.07713127,Guineo-Congolean,5
WA006,2002,7,3.68,2.46737957,2.660969973,3.745334387,,3.775540113,2.923455238,Guineo-Congolean,5
WA006,2002,8,1.2,1.441139698,1.554973364,1.439422369,,1.579021096,1.074638128,Guineo-Congolean,5
WA006,2002,9,0.0,1.684324503,1.248060465,1.817636847,,2.185713291,0.972956717,Guineo-Congolean,5
WA006,2002,10,0.94,4.825095654,2.934657097,4.124502659,,4.892191887,3.687620878,Guineo-Congolean,5
WA006,2002,11,6.39,1.873276591,2.243208647,2.318541288,,2.733078241,1.781279564,Guineo-Congolean,5
WA006,2002,12,8.08,0.692567587,0.956330121,0.419644326,,0.902227461,0.243957967,Guineo-Congolean,5
WA006,2003,1,3.53,0.383817345,1.061558366,0.488173515,,1.115561843,0.715749443,Guineo-Congolean,5
WA006,2003,2,0.0,1.647739053,0.827129185,1.157566547,,1.826955438,0.886189938,Guineo-Congolean,5
WA006,2003,3,0.0,2.60720253,1.438991308,1.626224279,,2.388289928,1.560516596,Guineo-Congolean,5
WA006,2003,4,0.18,5.640241146,3.438252926,5.697311401,,6.586933136,5.062570095,Guineo-Congolean,5
WA006,2003,5,3.53,3.157731771,3.440956354,3.755232811,,4.316740036,3.95968318,Guineo-Congolean,5
WA006,2003,6,8.65,7.625053406,4.769774914,7.61585331,,7.470188141,8.156316757,Guineo-Congolean,5
WA006,2003,7,1.83,1.590338588,1.022995234,1.706134558,,1.3376441,1.360925913,Guineo-Congolean,5
WA006,2003,8,1.58,1.052241445,1.658556461,0.922536314,,1.206254482,0.903265774,Guineo-Congolean,5
WA006,2003,9,0.03,2.506267786,2.582119942,1.79293108,,2.950044632,2.000077009,Guineo-Congolean,5
WA006,2003,10,0.97,5.190088749,2.974542141,4.586006165,,5.316507816,4.899316311,Guineo-Congolean,5
WA006,2003,11,2.59,2.918458462,2.364681244,2.038173437,,2.807397366,2.920892715,Guineo-Congolean,5
WA006,2003,12,9.16,1.095363379,1.231042624,0.875082552,,1.178763032,0.856876254,Guineo-Congolean,5
WA006,2004,1,5.56,0.781348348,1.341269732,0.856611252,,1.565371156,1.040357709,Guineo-Congolean,5
WA006,2004,2,1.7,1.824436784,0.971237957,1.303272843,,2.17625618,1.129342794,Guineo-Congolean,5
WA006,2004,3,0.0,2.365321159,0.575329483,1.99440372,,3.173912764,1.100824475,Guineo-Congolean,5
WA006,2004,4,1.54,2.637648821,1.837917566,1.923827529,,3.37084794,1.654205203,Guineo-Congolean,5
WA006,2004,5,4.51,4.938324928,2.291905165,4.595018387,,5.172726154,4.828632832,Guineo-Congolean,5
WA006,2004,6,5.49,3.501205444,2.114492893,3.815899134,,4.036589146,3.856269121,Guineo-Congolean,5
WA006,2004,7,3.97,1.801471829,1.816773176,1.854234457,,2.625858784,1.834720254,Guineo-Congolean,5
WA006,2004,8,0.96,1.017750978,2.239413023,1.525657177,,1.287791133,0.832697511,Guineo-Congolean,5
WA006,2004,9,1.2,6.19426775,2.919344664,5.36628437,,6.988451004,4.060546875,Guineo-Congolean,5
WA006,2004,10,0.72,4.869903088,2.758704901,4.450373173,,5.419484138,5.276350975,Guineo-Congolean,5
WA006,2004,11,4.36,1.761271238,1.887116432,2.415237188,,2.308170795,1.683364272,Guineo-Congolean,5
WA006,2004,12,9.34,1.070165277,0.950510085,1.020415306,,1.039275527,0.469769746,Guineo-Congolean,5
WA006,2005,1,5.53,0.268259436,0.287693024,0.1937906,,0.283780217,0.118955538,Guineo-Congolean,5
WA006,2005,2,0.0,1.452872157,1.13593781,1.033452988,,1.644154429,0.921904206,Guineo-Congolean,5
WA006,2005,3,0.1,5.319894314,1.794107437,4.501523972,,4.606702328,4.750105858,Guineo-Congolean,5
WA006,2005,4,0.29,3.018031836,2.09871316,2.547524691,,3.749569416,1.931284904,Guineo-Congolean,5
WA006,2005,5,1.81,5.277549744,3.267832041,4.798979282,,5.234438419,5.118960857,Guineo-Congolean,5
WA006,2005,6,7.62,4.646068096,9.499361038,5.437911034,,5.274880886,5.366703033,Guineo-Congolean,5
WA006,2005,7,5.56,1.328019619,1.50813365,1.604748845,,0.969895422,1.542379856,Guineo-Congolean,5
WA006,2005,8,0.0,1.815424681,1.678026438,1.194678545,,1.110073805,0.895196259,Guineo-Congolean,5
WA006,2005,9,0.92,2.13038516,2.137653828,1.969113827,,3.026469469,1.452136278,Guineo-Congolean,5
WA006,2005,10,0.0,5.04081583,2.803548813,3.886897802,,4.609139919,4.280351639,Guineo-Congolean,5
WA006,2005,11,3.16,2.916083336,2.280277252,2.253236055,,2.550710917,4.304241657,Guineo-Congolean,5
WA006,2005,12,9.35,1.266514301,1.364750504,0.823247194,,0.925936341,1.586723089,Guineo-Congolean,5
WA006,2006,1,3.32,0.756021082,1.085547447,0.855513453,,0.84069252,0.445580721,Guineo-Congolean,5
WA006,2006,2,1.08,1.206825852,0.851719737,1.160951495,,1.575171471,0.491093844,Guineo-Congolean,5
WA006,2006,3,0.0,2.774889708,0.94402653,2.53168869,,2.709811211,1.538355231,Guineo-Congolean,5
WA006,2006,4,2.83,2.947282791,1.646054506,2.373798132,,2.5627985,1.55211556,Guineo-Congolean,5
WA006,2006,5,4.75,6.805537701,5.262681484,8.305621147,,7.091757774,7.945571423,Guineo-Congolean,5
WA006,2006,6,7.27,5.908940792,4.716267109,5.353358269,,5.725457191,4.720856667,Guineo-Congolean,5
WA006,2006,7,4.72,2.491274834,1.664464235,2.051935911,,2.178537846,1.655273557,Guineo-Congolean,5
WA006,2006,8,0.0,0.994580269,1.261186838,0.786779106,,1.196108222,0.693578362,Guineo-Congolean,5
WA006,2006,9,1.98,4.094977379,3.195516348,3.52785635,,3.356827736,2.779257059,Guineo-Congolean,5
WA006,2006,10,0.1,5.066869259,2.364221573,4.43956852,,4.325471401,4.06461668,Guineo-Congolean,5
WA006,2006,11,3.74,0.927546382,1.619452,1.240817785,,1.466694832,1.408364058,Guineo-Congolean,5
WA006,2006,12,6.89,0.683400095,0.663098991,0.323348969,,0.879015028,0.0,Guineo-Congolean,5
WA006,2007,1,3.27,0.160193294,0.093076825,0.200632513,,0.189099565,0.0,Guineo-Congolean,5
WA006,2007,2,1.37,1.70983696,0.707810163,0.718986809,,0.990224302,0.74555558,Guineo-Congolean,5
WA006,2007,3,0.82,2.285058737,0.601930022,2.154799223,,1.844315529,2.475856781,Guineo-Congolean,5
WA006,2007,4,1.31,3.656083107,1.854087114,3.917567968,,3.101948261,3.770903826,Guineo-Congolean,5
WA006,2007,5,3.99,4.781833649,1.745504379,3.903912306,,4.099355221,5.070583344,Guineo-Congolean,5
WA006,2007,6,8.14,6.009153366,7.889095306,5.749242306,,6.170444489,5.906285286,Guineo-Congolean,5
WA006,2007,7,3.48,5.305229664,4.102825165,4.448217392,,5.723818302,4.316624165,Guineo-Congolean,5
WA006,2007,8,3.29,2.65482688,1.788297057,1.774934053,,2.021411657,2.131134987,Guineo-Congolean,5
WA006,2007,9,0.0,7.191802502,3.492072582,4.110911369,,6.484358311,3.745944738,Guineo-Congolean,5
WA006,2007,10,2.08,5.29834795,3.34722662,4.947474003,,6.9063797,3.994058371,Guineo-Congolean,5
WA006,2007,11,5.71,1.806694508,1.913463235,1.994390488,,1.895618677,3.158390522,Guineo-Congolean,5
WA006,2007,12,6.43,0.814620793,0.928683043,1.121414781,,1.138891459,1.467767358,Guineo-Congolean,5
WA006,2008,1,6.79,0.291875184,0.404509664,0.234474957,,0.53591758,0.235893339,Guineo-Congolean,5
WA006,2008,2,1.74,0.693989694,0.39666602,0.539271355,,1.236627936,0.866414189,Guineo-Congolean,5
WA006,2008,3,1.71,2.804999113,1.762758136,2.406450272,,3.081398726,2.923455,Guineo-Congolean,5
WA006,2008,4,0.54,5.367461681,2.091021061,4.937253952,,4.006720066,5.737591267,Guineo-Congolean,5
WA006,2008,5,3.73,7.321840286,4.054719448,7.872197151,,7.200133324,5.731854439,Guineo-Congolean,5
WA006,2008,6,7.24,7.040503502,4.78807497,5.180620193,,6.847022533,6.141697884,Guineo-Congolean,5
WA006,2008,7,4.49,5.268306732,3.847980976,3.465162516,,3.749093056,4.274288654,Guineo-Congolean,5
WA006,2008,8,2.25,2.332483768,2.601634026,2.39298296,,1.60179472,1.270218968,Guineo-Congolean,5
WA006,2008,9,0.73,3.088864326,3.196684599,2.398197651,,3.154461384,2.337574482,Guineo-Congolean,5
WA006,2008,10,0.0,3.427466869,2.356875181,3.17692709,,3.780695438,3.112993479,Guineo-Congolean,5
WA006,2008,11,5.03,3.867109299,1.26244688,2.586392164,,2.642848253,5.993839741,Guineo-Congolean,5
WA006,2008,12,8.65,2.703069448,1.453756809,2.214547396,,1.796110511,1.413333297,Guineo-Congolean,5
WA006,2009,1,4.82,0.567306161,0.601570129,0.411916792,,0.530391276,0.201617882,Guineo-Congolean,5
WA006,2009,2,1.43,1.501064777,0.822654665,2.269228697,,1.455135584,1.165225744,Guineo-Congolean,5
WA006,2009,3,0.16,3.635262012,1.194564581,2.339237213,,2.209962606,1.439553857,Guineo-Congolean,5
WA006,2009,4,0.0,3.74383378,1.052489161,4.25843811,,3.840139151,4.350067139,Guineo-Congolean,5
WA006,2009,5,2.91,4.509402752,3.772194147,4.356677055,,5.291704178,3.957670212,Guineo-Congolean,5
WA006,2009,6,5.46,9.870539665,8.866682053,10.62462616,,8.334926605,8.506279945,Guineo-Congolean,5
WA006,2009,7,4.3,4.032271385,3.747592926,3.765512705,,3.393627882,3.862988949,Guineo-Congolean,5
WA006,2009,8,0.4,1.042340636,1.881088972,1.142016768,,1.236564517,0.750029862,Guineo-Congolean,5
WA006,2009,9,0.0,1.051627159,1.114085436,1.21741271,,1.310468078,0.602110267,Guineo-Congolean,5
WA006,2009,10,0.0,1.614679933,1.83068347,2.085575819,,2.204870939,1.383106828,Guineo-Congolean,5
WA006,2009,11,2.44,0.972384155,0.950664043,1.155333996,,1.574032068,0.872935593,Guineo-Congolean,5
WA006,2009,12,8.9,1.278483033,1.049447179,0.951641321,,1.347245574,1.592770219,Guineo-Congolean,5
WA006,2010,1,3.17,0.75477916,0.614830136,1.128605604,,0.591917872,1.177454591,Guineo-Congolean,5
WA006,2010,2,0.95,2.297152042,1.173363924,2.388448715,,2.722066164,2.683127642,Guineo-Congolean,5
WA006,2010,3,0.0,3.540496349,1.269260645,2.776170969,,2.499629498,1.774238348,Guineo-Congolean,5
WA006,2010,4,2.3,2.494203329,2.649518251,2.852452993,,3.774140358,1.839603186,Guineo-Congolean,5
WA006,2010,5,3.82,5.015910149,2.959389925,4.946763992,,5.369510651,4.389104843,Guineo-Congolean,5
WA006,2010,6,7.86,8.369052887,6.156468868,7.023149967,,6.701264381,8.641698837,Guineo-Congolean,5
WA006,2010,7,6.91,2.946064234,1.756079555,1.642031193,,2.534757614,2.82869792,Guineo-Congolean,5
WA006,2010,8,2.4,2.095559597,2.027678967,1.792090178,,1.735697031,1.252067447,Guineo-Congolean,5
WA006,2010,9,0.12,4.709597588,4.490783691,3.698709011,,4.214308262,3.541769505,Guineo-Congolean,5
WA006,2010,10,0.0,5.098509789,2.843240738,4.023555279,,4.965512753,4.540452957,Guineo-Congolean,5
WA006,2010,11,3.59,3.869947672,1.679069519,3.061914682,,3.821108818,4.543828487,Guineo-Congolean,5
