system:index,month,precip_mm_day,product,station_id,year,.geo
1_1_1_1_1_1_1_1_1_1_1_0,1,0.299731582403183,MERRA2,WA001,2015,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_1_1_1_1,1,3.0935305428414495E-9,MERRA2,WA002,2015,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_1_1_1_2,1,5.903643685023496E-10,MERRA2,WA003,2015,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_3,1,2.7566757148609353E-15,MERRA2,WA004,2015,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_1_1_1_4,1,1.5244567475747317E-4,MERRA2,WA005,2015,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_1_1_1_5,1,0.5111375451087952,MERRA2,WA006,2015,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_1_1_1_6,1,0.6268098950386047,MERRA2,WA007,2015,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_1_1_1_7,1,0.0,MERRA2,WA008,2015,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_1_1_1_8,1,1.8805076251737773E-4,MERRA2,WA009,2015,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_1_1_1_9,1,0.334737092256546,MERRA2,WA010,2015,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_1_1_1_10,1,0.3021045923233032,MERRA2,WA011,2015,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_11,1,0.1722521036863327,MERRA2,WA012,2015,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_1_1_1_12,1,2.5395703877502396E-13,MERRA2,WA013,2015,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_1_1_1_13,1,0.21688899397850037,MERRA2,WA014,2015,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
1_1_1_1_1_1_1_1_1_1_1_14,1,2.293313094980931E-8,MERRA2,WA015,2015,"{""type"":""Point"",""coordinates"":[-16.680000000000003,13.45]}"
1_1_1_1_1_1_1_1_1_1_2_0,2,0.13415007293224335,MERRA2,WA001,2015,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_1_1_2_1,2,0.0026934933848679066,MERRA2,WA002,2015,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_1_1_2_2,2,0.17065201699733734,MERRA2,WA003,2015,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_1_1_2_3,2,0.09272456169128418,MERRA2,WA004,2015,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_1_1_2_4,2,0.18613234162330627,MERRA2,WA005,2015,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_1_1_2_5,2,1.8449186086654663,MERRA2,WA006,2015,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_1_1_2_6,2,3.5773138999938965,MERRA2,WA007,2015,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_1_1_2_7,2,0.0,MERRA2,WA008,2015,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_1_1_2_8,2,0.021123845130205154,MERRA2,WA009,2015,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_1_1_2_9,2,2.4669106006622314,MERRA2,WA010,2015,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_1_1_2_10,2,1.4161540269851685,MERRA2,WA011,2015,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_1_1_2_11,2,1.4499799013137817,MERRA2,WA012,2015,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_1_1_2_12,2,2.5670526156318374E-5,MERRA2,WA013,2015,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_1_1_2_13,2,2.2033824920654297,MERRA2,WA014,2015,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
1_1_1_1_1_1_1_1_1_1_2_14,2,5.07942266025907E-9,MERRA2,WA015,2015,"{""type"":""Point"",""coordinates"":[-16.680000000000003,13.45]}"
1_1_1_1_1_1_1_1_1_2_0,3,0.15136367082595825,MERRA2,WA001,2015,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_1_2_1,3,2.5003977498272434E-5,MERRA2,WA002,2015,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_1_2_2,3,0.409099280834198,MERRA2,WA003,2015,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_1_2_3,3,0.0010849210666492581,MERRA2,WA004,2015,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_1_2_4,3,0.5000603795051575,MERRA2,WA005,2015,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_1_2_5,3,4.608706474304199,MERRA2,WA006,2015,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_1_2_6,3,7.092028617858887,MERRA2,WA007,2015,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_1_2_7,3,0.0,MERRA2,WA008,2015,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_1_2_8,3,0.005061736796051264,MERRA2,WA009,2015,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_1_2_9,3,1.5921162366867065,MERRA2,WA010,2015,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_1_2_10,3,3.951488971710205,MERRA2,WA011,2015,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_1_2_11,3,5.188326358795166,MERRA2,WA012,2015,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_1_2_12,3,1.775899545464199E-5,MERRA2,WA013,2015,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_1_2_13,3,5.125484466552734,MERRA2,WA014,2015,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
1_1_1_1_1_1_1_1_1_2_14,3,0.0,MERRA2,WA015,2015,"{""type"":""Point"",""coordinates"":[-16.680000000000003,13.45]}"
1_1_1_1_1_1_1_1_2_0,4,0.0376434363424778,MERRA2,WA001,2015,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_2_1,4,0.026523694396018982,MERRA2,WA002,2015,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_2_2,4,0.011776403523981571,MERRA2,WA003,2015,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_2_3,4,2.1504207836642308E-7,MERRA2,WA004,2015,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_2_4,4,0.2587278485298157,MERRA2,WA005,2015,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_2_5,4,2.6000008583068848,MERRA2,WA006,2015,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_2_6,4,6.38613748550415,MERRA2,WA007,2015,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_2_7,4,0.0635032132267952,MERRA2,WA008,2015,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_2_8,4,0.13216909766197205,MERRA2,WA009,2015,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_2_9,4,2.440213441848755,MERRA2,WA010,2015,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_2_10,4,1.842867136001587,MERRA2,WA011,2015,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_2_11,4,2.183344841003418,MERRA2,WA012,2015,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_2_12,4,2.298144750056963E-7,MERRA2,WA013,2015,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_2_13,4,3.3760037422180176,MERRA2,WA014,2015,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
