system:index,month,precip_mm_day,product,station_id,year,.geo
1_1_1_1_1_1_1_1_1_1_1_0,1,0.12060661613941193,MERRA2,WA001,2003,"{""type"":""Point"",""coordinates"":[-17.470000000000002,14.73]}"
1_1_1_1_1_1_1_1_1_1_1_1,1,0.026294788345694542,MERRA2,WA002,2003,"{""type"":""Point"",""coordinates"":[-7.949999999999998,12.65]}"
1_1_1_1_1_1_1_1_1_1_1_2,1,2.307650674993056E-6,MERRA2,WA003,2003,"{""type"":""Point"",""coordinates"":[-1.5200000000000002,12.360000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_3,1,0.0016024548094719648,MERRA2,WA004,2003,"{""type"":""Point"",""coordinates"":[2.17,13.51]}"
1_1_1_1_1_1_1_1_1_1_1_4,1,0.050357282161712646,MERRA2,WA005,2003,"{""type"":""Point"",""coordinates"":[7.33,9.07]}"
1_1_1_1_1_1_1_1_1_1_1_5,1,0.6077980399131775,MERRA2,WA006,2003,"{""type"":""Point"",""coordinates"":[-0.17,5.56]}"
1_1_1_1_1_1_1_1_1_1_1_6,1,0.574276328086853,MERRA2,WA007,2003,"{""type"":""Point"",""coordinates"":[-3.9299999999999997,5.349999999999999]}"
1_1_1_1_1_1_1_1_1_1_1_7,1,0.010000400245189667,MERRA2,WA008,2003,"{""type"":""Point"",""coordinates"":[-13.67,9.53]}"
1_1_1_1_1_1_1_1_1_1_1_8,1,0.006430856883525848,MERRA2,WA009,2003,"{""type"":""Point"",""coordinates"":[-13.230000000000002,8.489999999999998]}"
1_1_1_1_1_1_1_1_1_1_1_9,1,0.18185503780841827,MERRA2,WA010,2003,"{""type"":""Point"",""coordinates"":[-10.799999999999999,6.3]}"
1_1_1_1_1_1_1_1_1_1_1_10,1,0.6297134757041931,MERRA2,WA011,2003,"{""type"":""Point"",""coordinates"":[1.22,6.130000000000001]}"
1_1_1_1_1_1_1_1_1_1_1_11,1,1.4496314525604248,MERRA2,WA012,2003,"{""type"":""Point"",""coordinates"":[2.42,6.37]}"
1_1_1_1_1_1_1_1_1_1_1_12,1,4.72431611342472E-6,MERRA2,WA013,2003,"{""type"":""Point"",""coordinates"":[8.52,12.05]}"
1_1_1_1_1_1_1_1_1_1_1_13,1,0.29013460874557495,MERRA2,WA014,2003,"{""type"":""Point"",""coordinates"":[-1.62,6.69]}"
1_1_1_1_1_1_1_1_1_1_1_14,1,1.0554028762044254E-9,MERRA2,WA015,2003,"{""type"":""Point"",""coordinates"":[-16.680000000000003,13.45]}"
